token	freq	docs
programm	113	67071,67386,67554,67939,67940,67941,67944,67946,68639,68642,68881,68882,68883,68889,69177,69181,69533,69542,69543,69813,69814,69820,70422,70424,70428,70749,70751,70752,70916,71359,71362,71615,71616,71617,71619,71621,71835,72113,72117,72118,72393,72394,72395,72629,72630,72937,72938,73183,73186,73430,73438,73683,73684,73690,73879,73884,74168,74174,74176,74449,74450,74456,74744,74748,74749,75063,75065,75067,75071,75459,75460,75797,76207,76515,76516
peut	111	67388,67389,67390,67391,67555,67794,67802,67937,67938,67942,68273,68274,68275,68279,68280,68281,68390,68391,68883,68885,69178,69179,69183,69533,69535,69540,69820,70161,70162,70166,70744,70745,70746,70915,71618,71835,71836,71841,71842,71843,72113,72115,72116,72394,72629,72636,72932,72934,73182,73185,73189,73431,73432,73434,73435,73683,73684,73688,73876,73878,73879,73880,74167,74169,74172,74457,74745,74746,74747,74748,74749,75063,75064,75066,75460,75789,75794,76206,76207,76507,76508,76509,76510,76511
directeur	110	67068,67071,67383,67795,67796,67802,67937,67946,68273,68275,68276,68279,68638,68881,69812,69813,69817,70161,70165,70420,70423,70745,70916,70919,71366,71616,71619,71621,71835,71837,72113,72392,72396,72398,72630,72932,72933,72936,72939,73183,73430,73432,73433,73683,73876,73877,73879,74169,74171,74172,74453,74454,74457,74744,74745,75457,75458,75459,75462,75788,76207,76209,76213,76511,76513,76515
paris	109	67068,67556,67795,67803,67804,67941,67942,68277,68280,68384,68646,68885,69184,69185,69186,69815,70162,70163,70168,70169,70421,70422,70424,70426,70747,70748,70914,70918,70922,71358,71360,71620,71837,71841,72113,72120,72121,72393,72396,72399,72633,72636,72932,72935,72936,72939,73184,73186,73190,73430,73431,73683,73684,73875,73879,73883,74172,74451,74456,74746,74749,74750,74751,74752,75063,75071,75457,75788,76211,76507,76508,76510
partenair	109	67385,67388,67554,67555,67940,67944,67945,67946,68273,68278,68279,68393,68642,68881,68884,68888,69178,69179,69180,69182,69534,69536,69538,69812,69813,69817,70164,70166,70168,70421,70753,70920,70923,71358,71359,71360,71615,71837,71842,72114,72121,72392,72396,72629,72630,72634,72637,72933,73183,73184,73190,73434,73875,73876,73878,73879,73884,74168,74170,74449,74744,74745,74748,74749,75064,75069,75071,75458,75461,75465,75789,75793,76211,76513
form	109	67390,67554,67555,67556,67558,67795,67802,67939,68273,68274,68276,68383,68390,68644,68884,68887,68888,69177,69179,69535,69539,69814,69815,70161,70163,70165,70166,70423,70426,70429,70746,70918,71358,71362,71619,72114,72121,72401,72634,72635,72932,72936,72939,73182,73431,73683,73684,73876,73879,73882,73884,74167,74172,74173,74176,74449,74450,74455,74748,75064,75068,75457,75458,75459,75463,75465,75788,76210,76511,76512,76513,76515
vi	109	67068,67071,67383,67553,67554,67555,67798,67799,67801,67937,67938,67939,67944,68274,68277,68279,68383,68387,68388,68389,69177,69178,69179,69535,69539,69811,69819,69821,70161,70162,70420,70429,70745,70923,71357,71358,71362,71620,71835,71836,71842,71845,72116,72392,72394,72396,72629,72932,72933,72936,73182,73431,73434,73435,73684,73688,73878,74167,74169,74172,74746,74751,75063,75065,75071,75459,75464,75465,75791,75792,75793,75795,76207,76208,76213,76509,76511
industr	109	67068,67388,67553,67554,67558,67795,68273,68280,68383,68387,68882,68885,69535,69543,69819,69820,70161,70165,70167,70168,70746,70914,71358,71360,71361,71619,71840,72115,72118,72122,72392,72394,72396,72399,72400,72629,72634,72933,72936,72938,73182,73190,73430,73685,73690,73691,73875,73877,73879,73882,73883,73884,74167,74172,74449,74450,74451,74748,74750,75071,75461,75464,75466,75792,75795,76210
quelqu	109	67386,67390,67555,67558,67801,67937,67942,68274,68276,68280,68281,68383,68389,68391,68638,68644,69179,69535,69821,70161,70163,70166,70167,70169,70420,70421,70425,70744,70916,70919,70921,70923,71357,71358,71612,71621,71835,71836,71837,71840,71842,72113,72394,72396,72397,72629,72932,72933,72934,72937,73182,73184,73189,73430,73431,73432,73434,73438,73683,73684,73685,73688,73877,73878,73879,74167,74168,74169,74744,74747,74750,74752,75065,75457,75458,75462,75789,75791,75793,75795,75797,76206,76208,76507,76511
intéress	108	67068,67383,67390,67553,67556,67558,67800,67937,67939,68273,68274,68387,68389,68390,68392,68638,68643,68646,69178,69186,69533,69812,69817,69821,70165,70420,70421,70428,70745,70749,70916,71361,71612,71617,71835,71836,72113,72114,72115,72116,72396,72629,72630,72631,72632,72932,72939,73182,73183,73185,73430,73431,73432,73436,73876,73879,73882,74167,74168,74449,74450,74457,74746,74749,74752,75065,75066,75069,75462,75466,75788,75789,75790,75793,76206,76210,76213,76511,76516
enseign	107	67068,67071,67795,67944,68276,68277,68281,68383,68392,68393,68888,69181,69185,69536,69541,70161,70169,70421,70422,70426,70743,70748,70914,70920,70923,71357,71358,71362,71620,71835,71837,72113,72394,72398,72636,72637,72932,72936,72937,72938,73182,73185,73430,73431,73437,73876,74175,74450,74746,74751,75063,75071,75457,76206,76211,76513
rappel	107	67071,67383,67388,67553,67555,67798,67937,67938,67939,68273,68387,68638,68643,68881,68883,68885,69177,70420,70749,70914,70915,70923,71357,71358,71359,71612,71614,71835,71836,72113,72117,72118,72392,72393,72396,72629,72630,72631,72932,72933,72939,73182,73183,73184,73185,73430,73432,73434,73683,73684,73875,73876,73877,73879,74167,74169,74172,74455,74744,74745,74752,75065,75458,75459,75462,75788,75790,75792,75793,76207,76213,76508,76511
travail	107	67071,67383,67555,67561,67794,67795,67937,68274,68276,68279,68283,68383,68391,68392,68638,68643,68881,68882,69177,69533,69535,69541,69812,69813,69817,69818,69821,70161,70162,70164,70420,70745,70915,70923,71357,71361,71612,71614,71615,72113,72115,72119,72392,72394,72396,72629,72630,72634,72636,72932,72933,72939,73182,73183,73184,73432,73435,73436,73683,73684,73685,73687,73876,74172,74746,74749,75064,75068,75457,75458,75793,76206,76510
pourr	107	67068,67388,67390,67391,67553,67558,67801,67939,67941,68280,68383,68385,68387,68390,68638,68644,68881,68883,68886,68887,69183,69184,69534,69535,69540,69812,69813,69818,70165,70420,70421,70425,70744,70747,70916,70918,70919,71357,71358,71618,71837,71843,72631,72632,72634,72635,72933,72934,72935,73184,73187,73188,73190,73430,73432,73683,73684,73685,73688,73877,73878,73879,74167,74170,74173,74450,74746,74752,75063,75067,75461,75788,75789,75790,75794,76509,76511
national	106	67071,67385,67386,67553,67794,67795,67803,67943,67945,68275,68383,68384,68389,68392,68642,68885,68886,68889,69181,69184,69185,69533,69535,69536,69542,69812,69816,69818,70164,70420,70421,70426,70428,70749,70914,70916,71358,71361,71362,71363,71614,71616,71621,71838,71840,72115,72121,72122,72393,72630,72933,72936,72940,73182,73430,73432,73685,73686,73687,73876,73877,73878,74167,74449,74455,74746,74749,75063,75460,75462,75788,75790,75794,76207,76507,76514
pay	105	67391,67553,67555,67794,67938,67945,68273,68281,68383,68386,68392,68638,68642,68646,69180,69181,69534,69538,69542,69813,70163,70164,70422,70743,70914,70916,71358,71362,71614,71619,72113,72117,72393,72396,72629,72630,72631,72633,72933,72936,73182,73185,73188,73430,73684,73691,73878,74167,74169,74170,74746,74749,75067,75069,75458,75797,76209,76507,76512
climat	105	67071,67387,67794,67803,67939,68275,68389,68645,68882,69177,69182,69533,69535,69538,69813,69814,69816,69817,70745,70916,71363,71618,71621,71837,71838,71842,72394,72398,72939,72940,73183,73434,73684,73688,73877,73880,75458,75463,76213
temp	105	67068,67383,67385,67553,67555,67794,67798,67937,67939,68274,68275,68279,68638,68646,68882,68883,69177,69537,69539,69811,69812,69819,70161,70162,70424,70744,70752,70914,70916,70922,70923,71359,71617,71618,71835,71837,71840,72114,72116,72121,72396,72400,72629,72630,72932,72933,72934,72937,73434,73436,73438,73683,73689,73875,73879,73881,74167,74171,74172,74455,74457,74748,74749,74750,75069,75457,75459,75466,75788,75791,75792,76508,76509,76510,76515
direct	105	67389,67390,67391,67553,67554,67556,67558,67795,67800,67801,67802,67941,67946,68277,68280,68388,68389,68390,68391,68638,68639,68644,68645,68646,68886,68887,69177,69183,69184,69537,69539,69540,69812,69816,69819,70162,70164,70165,70167,70421,70425,70426,70746,70747,70749,70753,70922,71357,71612,71618,71836,71843,72114,72115,72119,72121,72392,72394,72397,72401,72630,72635,72932,72933,72938,73186,73188,73189,73430,73434,73436,73688,73876,74167,74173,74450,74455,74456,74744,74748,74749,74750,75064,75070,75071,75457,75458,75459,75463,75794,75795,76207,76210
sous	105	67388,67553,67554,67555,67558,67796,67798,67802,67939,68273,68274,68277,68279,68280,68383,68638,68639,68643,68644,68881,68883,68884,68885,69181,69539,69540,69815,69817,70163,70165,70167,70420,70425,70429,70916,70918,70920,70921,71358,71612,71619,72113,72114,72115,72121,72401,72634,72635,72932,72939,73182,73190,73683,73684,73686,73884,74173,74175,74176,74449,74455,74456,74746,74748,74752,75067,75068,75457,75462,75463,75465,75788,76207,76210,76511,76512,76515
compt	105	67068,67071,67386,67387,67553,67794,68386,68387,68638,68642,68643,68645,68646,68885,68886,69177,69183,69533,69538,69812,69813,69815,69817,70161,70162,70163,70166,70169,70421,70422,70914,70916,70921,71358,71361,71362,71614,71616,71618,71835,71841,72113,72114,72392,72629,72630,72633,72933,72935,72936,73432,73435,73684,73685,73688,73875,73876,73878,73879,74167,74171,74450,74451,74455,74744,74749,75063,75066,75457,75459,76207,76211,76213,76507,76509
1	104	67071,67387,67388,67801,67802,67940,68273,68277,68279,68383,68388,68390,68391,68640,68641,68643,68646,68881,68882,68885,68889,69178,69179,69182,69534,69540,69541,69814,70425,70743,70915,70916,70921,71360,71362,71619,71841,72115,72117,72121,72392,72394,72397,72631,72634,72934,73184,73185,73187,73189,73431,73683,73684,73687,73689,74171,74173,74453,74749,75064,75065,75067,75069,75458,75793,75794,76210,76508,76509
ensembl	104	67383,67388,67391,67553,67561,67794,67939,68273,68275,68277,68383,68391,68393,68644,68881,69177,69181,69533,69534,69535,69812,70161,70162,70170,70424,70428,70748,70751,70914,70916,71357,71358,71359,71614,71842,72113,72115,72392,72393,72395,72634,72637,72938,72939,73186,73432,73434,73683,73685,73687,73875,73876,73877,73884,74168,74171,74172,74174,74175,74449,74452,74455,74745,74747,74749,75069,75071,75458,75788,75789,75792,76209,76211,76213,76508
tel	104	67383,67386,67388,67555,67794,67800,67938,67942,68275,68280,68383,68387,68882,68883,68886,68887,68888,69177,69182,69183,69535,69538,69814,69816,69821,70161,70166,70420,70422,70423,70425,70745,70747,70917,70920,71357,71359,71366,71612,71615,71616,71621,71835,71838,72114,72392,72393,72630,72634,72937,73182,73184,73185,73187,73430,73432,73436,73683,73688,73877,74167,74168,74170,74449,74450,74455,74745,75063,75065,75069,75457,75462,75791,75796,76206,76209,76210,76213
niveau	104	67553,67554,67555,67556,67794,67795,67796,67800,67937,68279,68281,68383,68390,68638,68643,68645,68881,68882,68883,68886,68887,68888,69534,69536,69537,69539,69811,69812,69813,69818,70161,70420,70425,70914,70915,70916,71357,71358,71360,71614,71621,71836,72114,72118,72394,72397,72398,72399,72400,72631,72634,72932,72933,72935,72936,72938,73184,73434,73436,73690,73877,73880,74449,75069,75457,75458,75789,75790,75793,76206,76508,76511
vitagor	103	67388,67555,67795,67798,68273,68279,68387,68643,68885,69534,69812,69817,70166,70420,70428,70745,70749,71359,71842,72116,72394,72396,72631,72634,73184,73685,73879,74169,74172,74449,74455,74749,75063,75069,75459,75462,75790,75793,76209,76507,76509,76511
typ	103	67386,67387,67388,67390,67553,67795,67802,67937,67940,68274,68275,68387,68640,68643,68644,68881,68883,69177,69178,69183,69534,69537,69539,69540,69813,69817,70166,70420,70421,70425,70914,70916,70919,70920,71357,71359,71612,71617,72113,72118,72392,72393,72394,72631,72634,72635,73182,73185,73186,73430,73432,73434,73436,73683,73684,73688,73879,74168,74173,74449,74450,74744,74749,74750,75065,75067,75789,75793,75794,76206,76207,76209,76508,76509,76515
avon	102	67068,67383,67553,67555,67795,67798,67937,67938,68273,68279,68383,68387,68881,68882,69177,69534,69812,70161,70421,70749,70914,70923,71357,71358,71614,71836,71842,72115,72396,72629,72630,72631,72634,72933,73182,73184,73431,73432,73434,73683,73684,73685,73877,74169,74449,74455,74457,74744,74745,74749,75065,75066,75458,75459,75792,75793,76206,76207,76508,76511
voir	101	67068,67383,67388,67390,67553,67557,67794,68273,68280,68283,68387,68391,68638,68643,68882,68886,69177,69533,69534,69535,69813,69814,69819,69821,70161,70166,70420,70421,70422,70424,70743,70744,70745,70747,70749,70915,70919,70921,71359,71619,71621,71835,71843,72114,72115,72116,72392,72393,72396,72630,72632,72636,72932,72939,73431,73432,73684,73685,73687,73875,73876,74167,74168,74169,74172,74449,74450,74457,74744,74749,74750,74751,75068,75069,75789,75793,76211,76213,76511
bas	100	67387,67388,67390,67554,67557,67796,67802,67939,67941,67945,68273,68279,68280,68383,68386,68640,68644,68881,68885,69180,69535,69811,69812,69814,69815,69821,70164,70420,70423,70744,70915,71358,71360,71614,71836,71840,72114,72115,72118,72392,72630,72631,72634,72635,72935,72940,73184,73185,73187,73431,73433,73435,73436,73684,73686,73879,74168,74171,74451,74453,74746,74749,75068,75069,75457,75458,75788,75789,76207,76210,76508
mesur	100	67390,67553,67554,67794,67939,67946,68275,68638,68646,68881,68883,69179,69182,69533,69537,69539,69540,69811,69813,69817,70165,70420,70422,70424,70425,70426,70914,70916,70919,71359,71361,71620,71838,71841,72113,72114,72119,72392,72397,72635,72934,73430,73434,73685,73688,73877,73880,74168,74170,74171,74449,75063,75064,75067,75460,75791,75793,75794,76508,76511
moin	99	67553,67554,67794,67801,67938,67939,68279,68383,68389,68640,68643,68881,68883,68886,69178,69533,69534,69811,69814,69818,69819,70161,70165,70166,70424,70744,70747,70921,71357,71359,71614,71615,71617,71621,71835,71836,71837,71841,71843,72117,72119,72393,72397,72631,72932,72934,73184,73432,73437,73683,73684,73877,73879,74167,74168,74169,74173,74176,74455,74745,74752,75064,75067,75459,75460,75462,75789,75790,75794,76206,76208,76210,76213,76511
men	99	67068,67389,67391,67555,67795,67937,67940,67945,68279,68283,68385,68387,68389,68390,68393,69178,69533,69534,69536,69537,69539,69813,69816,69819,70161,70163,70165,70420,70422,70743,70749,70753,71357,71360,71612,71841,71842,71843,72113,72114,72115,72392,72394,72396,72397,72398,72630,72631,72634,72637,72935,72939,73182,73183,73184,73189,73683,73685,73688,73876,73879,74168,74172,74749,74750,75063,75064,75065,75458,75462,75463,75464,75789,75790,75791,75793,75794,76208,76210,76510,76511
derni	99	67385,67387,67553,67554,67555,67556,67558,67561,67794,67795,67800,67801,67802,67937,67939,68279,68281,68383,68384,68387,68391,68645,68882,68888,69179,69183,69533,69534,69536,69815,69816,70161,70163,70166,70421,70423,70745,70917,71357,71612,71617,71835,71837,72115,72116,72122,72396,72400,72629,72630,72631,72633,72933,72934,73182,73183,73184,73434,73878,73884,74168,74744,75064,75065,75071,75457,75458,75460,75462,75790,76207,76209,76507,76508,76511,76513,76516
impliqu	99	67389,67390,67555,67556,67557,67798,67937,67939,67945,68279,68383,68387,68390,68638,68642,68645,68885,69181,69533,69534,69539,69812,69813,69814,69817,70161,70164,70420,70424,70745,70749,70914,71357,71358,71359,71361,71835,72114,72116,72121,72392,72394,72630,72631,72932,72937,73182,73184,73186,73434,73683,73880,74168,74169,74174,74450,74453,74455,74746,74749,74750,75069,75458,75459,75463,75790,75792,75793,76207,76213,76507,76511,76512
fin	98	67068,67553,67558,67800,67937,67939,67940,67942,67944,68274,68279,68393,68643,68881,68883,68885,68886,69533,69534,69540,69542,70161,70163,70168,70422,70744,70749,70916,71357,71359,71366,71612,71614,71837,71841,72114,72118,72392,72395,72396,72629,72631,72634,72938,73182,73183,73185,73434,73435,73683,73875,73876,73877,73880,74167,74168,74169,74172,74449,74450,74744,74746,74748,74749,75063,75457,75459,75461,75792,75794,76211,76213,76508
peu	98	67068,67391,67555,67801,67937,67938,68274,68275,68279,68280,68387,68389,68390,68638,68640,68643,68882,68887,69181,69817,69821,70166,70421,70422,70425,70744,70916,71614,71621,71835,71836,71842,72113,72114,72394,72395,72631,72634,72932,72939,73182,73183,73430,73431,73434,73436,73684,73688,73875,73877,73879,74167,74169,74170,74449,74450,74457,74749,75067,75459,75460,75788,75790,76206,76207,76213,76507,76509
non	98	67071,67386,67388,67389,67555,67556,67557,67798,67938,67939,68275,68384,68638,68642,68646,68884,68885,69178,69541,69813,69815,69817,69818,69821,70161,70162,70166,70421,70423,70744,70748,70914,70916,71357,71617,71835,72113,72116,72117,72394,72396,72399,72629,72630,72631,72932,72936,72940,73182,73185,73430,73431,73434,73436,73684,73685,73687,73876,73881,74167,74168,74169,74171,74451,74455,74457,74751,75069,75457,75792,75794,76207,76210,76211,76213,76508,76511,76512
fonction	98	67386,67387,67389,67390,67554,67556,67794,67795,67796,67800,67802,67937,67938,68276,68277,68392,68882,68883,68887,69177,69178,69179,69183,69184,69539,69812,70161,70162,70421,70745,70916,70919,71357,71359,71843,72114,72115,72116,72631,72634,72932,72933,72934,73184,73189,73878,73879,74168,74171,74449,74751,75064,75790,75793,76212,76213,76508
enfin	97	67071,67383,67553,67555,67795,67802,67939,68275,68276,68639,68641,68642,68882,69177,69533,69535,69812,69813,69817,69820,70162,70166,70422,70745,70751,70916,71357,71358,71361,71363,71615,71835,71837,71838,71840,72114,72120,72393,72395,72396,72400,72631,72932,72937,72938,72939,73182,73189,73430,73434,73877,73879,73884,74167,74168,74174,74176,74449,74450,74453,74456,74744,74746,74750,75068,75071,75457,75462,75464,75795,75796,75797,76212,76511,76512,76514,76516
trait	97	67387,67554,67794,67796,67799,67939,68388,68391,68641,68642,68646,68883,69177,69533,69813,69814,69819,70424,70918,71360,71616,71617,72117,72120,72392,72393,72630,72632,72637,72932,72935,72937,73183,73184,73187,73431,73432,73433,73434,73435,73683,73684,73685,73686,73691,73879,74173,74452,74453,75065,75067,75458,75790,76208,76512,76514
expliqu	96	67386,67389,67390,67392,67555,67558,67794,67798,67939,68275,68279,68383,68389,68638,68643,68882,68883,69184,69534,69539,69812,69813,69817,70165,70166,70420,70421,70745,70921,71359,71614,71621,71837,72116,72118,72392,72393,72394,72630,72631,72634,72932,73182,73183,73187,73431,73432,73683,73684,73685,73877,73878,73879,74168,74169,74173,74449,74453,74455,74744,74745,74746,74749,75064,75065,75069,75457,75458,75461,75790,75792,75794,75795,76209,76210,76507,76508,76511,76513
établ	94	67068,67383,67554,67795,67944,68276,68386,68640,68642,68645,68881,68883,68888,69177,69178,69181,69183,69185,69533,69811,70161,70162,70163,70422,70425,70743,70748,70915,70916,70923,71357,71358,71362,71614,72113,72392,72393,72398,72632,72637,72936,73190,73430,73876,73880,74168,74172,74175,74449,74746,74749,74750,75063,75064,75065,75068,75071,76213,76507,76513
notr	94	67068,67386,67554,67794,67795,67937,68273,68275,68387,68643,68881,69811,69812,69813,70161,70166,70420,70421,70422,70429,70746,70753,70914,70921,71358,71359,71614,71835,71842,72113,72114,72392,72394,72396,72630,72933,73184,73186,73431,73432,73875,73876,73879,74167,74168,74169,74450,74455,74745,74749,75065,75069,75070,75461,75462,75792,75794,76207,76208,76209,76213
pouvoir	94	67383,67389,67390,67391,67553,67802,68273,68275,68638,68881,68886,69178,69535,69539,69813,69815,69817,69819,70161,70162,70166,70420,70421,70424,70425,70748,70914,70915,70916,70923,71357,71359,71360,72114,72393,72631,72932,73183,73184,73185,73431,73432,73683,73684,73686,73877,74169,74170,74171,74172,74450,74744,74745,74746,75064,75069,75458,75460,75788,75790,75791,75792,76208,76511
point	94	67068,67386,67553,67554,67555,67800,67939,68273,68274,68277,68383,68384,68385,68638,68882,68884,68885,69183,69534,69813,69820,70161,70162,70165,70425,70743,70747,70914,70919,70921,71357,71363,71612,71614,71836,71838,71839,72114,72118,72119,72394,72397,72629,72634,72636,72933,73432,73433,73683,73690,73880,73883,74168,74174,74176,74450,74452,74453,74457,74744,74745,74749,75063,75069,75070,75457,75461,75464,75788,75791,75793,75796,76206,76213,76507,76510,76511
second	94	67068,67383,67385,67555,67794,67802,67939,67942,68273,68388,68389,68638,68639,68646,68882,68887,69177,69179,69533,69535,69540,69817,69819,70161,70167,70169,70420,70421,70424,70745,70749,70751,70914,70916,70920,70921,71357,71360,71361,71616,71617,71842,72118,72122,72393,72397,72629,72934,72935,73685,73686,73879,73882,74168,74169,74173,74454,74748,74750,74752,75064,75067,75789,75790,75793,75794,76208,76209,76507,76508,76514,76516
chez	93	67389,67391,67555,67796,67799,67800,67802,67937,68383,68387,68388,68643,68645,68646,68881,68887,69184,69815,70162,70164,70420,70745,70749,70918,71357,71359,71614,71837,71841,71843,72118,72631,72632,72634,72636,72935,73184,73431,73686,73879,74167,74173,74449,74451,74454,74455,74749,75065,75069,75457,75458,75789,75793,76508,76511
cnr	93	67068,67071,67383,67385,67390,67558,67795,67800,67802,67937,67943,67945,68278,68280,68384,68389,68390,68641,68642,68644,68645,68646,68883,68887,69178,69180,69181,69182,69533,69814,69816,70424,70426,70744,70745,70914,70916,71615,71841,71843,72114,72121,72397,72632,72932,72939,72940,73183,73186,73431,73683,74173,74452,74750,74752,75063,75458,75460,75790
compétit	93	67383,67555,67561,67795,67799,67804,67946,68279,68387,68393,68643,68884,68885,69534,69535,69812,69817,69818,70162,70166,70421,70428,70745,70752,70914,70921,71358,71359,71360,71619,71842,71845,72116,72396,72631,72634,72637,72938,73184,73430,73436,73438,73685,73687,73691,73879,74169,74172,74176,74449,74453,74455,74744,74746,74749,75068,75069,75462,75465,75789,75795,75796,76209,76507,76508,76509,76511
product	93	67385,67390,67391,67794,67796,67800,67802,67945,68273,68278,68279,68283,68385,68881,68882,68885,68887,69184,69538,69541,69819,70426,70914,70920,71362,71366,71614,71842,71843,72393,72630,72933,73182,73184,73185,73433,73436,73684,73687,73877,73881,73882,74168,74169,74174,74455,74746,75063,75064,75068,75069,75458,75463,75792,76213,76507,76510,76513
nos	93	67071,67383,67389,67553,67794,67795,67938,67939,68273,68383,68881,69534,69812,70161,70166,70420,70745,70749,70915,71358,71359,71614,71617,71836,72392,72398,72401,72629,72933,72940,73184,73430,73684,73685,73875,73876,73877,74167,74172,74455,74457,74744,74745,74752,75792,76207,76213,76507,76511
solut	92	67071,67383,67385,67553,68273,68276,68384,68390,68639,68882,68884,69178,69535,69816,69818,70162,70166,70167,70169,70170,70426,70751,70920,71359,71366,71612,71614,71617,71621,71840,72117,72118,72392,72933,72934,72940,73182,73185,73685,73686,73876,73879,73884,74167,74449,74450,74454,74455,74746,74749,74750,75063,75066,75457,75462,75465,75789,75796,76208,76213,76507,76508,76513
aid	92	67387,67553,67554,67799,67800,67940,67945,68391,68641,68642,68643,68881,69177,69182,69183,69534,69537,69539,69540,69811,70162,70166,70420,70421,70422,70424,70744,70919,71359,71614,71837,72113,72119,72400,72933,72934,72939,73185,73187,73430,73431,73683,73685,73877,73878,74167,74168,74169,74449,74450,74744,74746,74750,75064,75065,75069,75465,75788,76211,76508,76509,76510,76511
grâc	92	67068,67385,67389,67392,67554,67555,67800,67801,67802,67937,67939,67943,68273,68391,68881,69178,69182,69538,69539,69540,69811,69813,69817,70161,70162,70163,70166,70420,70421,70423,70744,70748,70751,70914,70922,70923,71362,71614,71836,71837,71838,71839,71841,72395,72631,72633,72933,72939,73186,73189,73432,73435,73437,73684,73686,73687,74167,74168,74171,74745,74748,75064,75068,75069,75458,75464,75788,75791,75792,75794,76208,76507,76510
précis	91	67068,67386,67388,67389,67553,67794,67938,67944,68279,68387,68638,68881,68882,68885,68887,69177,69179,69534,69537,69539,69540,69812,69816,69817,70165,70420,70421,70425,70744,70745,70749,70914,70916,70919,70923,71357,71358,71361,71836,71838,71842,71845,72113,72115,72396,72629,72631,72933,73182,73184,73189,73430,73683,73687,73875,73876,73880,74168,74171,74450,74451,74749,74752,75065,75066,75457,75458,75462,75789,75791,76209,76213,76508,76510,76511
chaqu	91	67389,67553,67554,67555,67794,67798,67801,67803,67937,68273,68276,68383,68387,68389,68392,68644,68646,68881,68885,68889,69178,69182,69183,69185,69536,69540,69815,70165,70421,70423,70914,70915,70916,70920,70923,71358,71362,71618,71835,72400,72630,72932,72934,72940,73187,73430,73434,73435,73437,73438,73684,73689,73877,73881,74173,74452,74454,74747,74748,74749,74752,75064,75457,75458,76207,76208,76507,76511,76512
structur	91	67390,67558,67938,67939,67941,67943,68275,68279,68391,68639,68642,68643,68881,68882,68885,68886,69177,69534,69537,69812,69820,70161,70167,70422,70423,70424,70425,70745,70753,70923,71359,71614,71836,71842,72116,72392,72396,72629,72632,72637,73184,73430,73433,73434,73436,73685,73687,73883,74167,74173,74749,75065,75458,75459,75462,75789,75790,75794,76210
pme	91	67388,67553,67941,67945,68273,69541,70162,70166,70420,70914,71612,71614,71840,71842,72114,72118,72395,72396,72634,73430,73435,73687,73691,74167,74169,74172,74455,74748,74749,75063,75066,75461,75462,75789,75795,76507,76508,76511,76512
beaucoup	91	67383,67553,67554,67555,67800,67937,67938,68276,68383,68387,68638,68885,69177,70161,70166,70421,70424,70743,70745,70916,71357,71358,71614,71621,71835,72116,72393,72394,72396,72633,72932,73182,73185,73188,73430,73432,73433,73683,73685,73875,73876,73878,73880,74167,74169,74172,74450,74452,74455,74457,74744,74747,74749,74752,75457,75788,75793,75794,76206,76213,76509
prochain	91	67386,67388,67389,67555,67794,67795,67937,67939,67941,67944,68389,68883,69186,69533,69534,69535,69543,69811,69817,70420,70428,70429,70744,70749,70916,70918,70920,70921,71363,71612,71614,71616,71835,71837,71840,71842,72116,72119,72392,72396,72932,72939,73186,73430,73431,73432,73434,73683,73687,73875,73876,73880,74167,74168,74169,74170,74171,74172,74745,75071,75457,75459,75460,75462,75793,76209,76508,76509,76512,76513
était	91	67068,67387,67553,67795,67937,68273,68274,68279,68387,68390,68881,68883,69177,69179,69184,69540,69811,69812,69813,69819,69821,70161,70162,70421,70422,70914,70917,71359,71615,72113,72115,72394,72630,72631,72636,72932,73182,73183,73185,73434,73683,73684,73685,73876,74168,74454,74457,74752,75064,75065,75788,75793,75794,76206
des	90	67068,67386,67554,67558,67795,67798,68276,68388,68391,68638,68881,69177,69178,69540,69541,69812,69813,69816,69817,70161,70162,70164,70420,70423,70746,70749,70751,70917,71362,71616,71836,71837,71840,72396,72630,72631,72633,72934,72938,73185,73430,73431,73432,73434,73683,73684,73876,74168,74169,74450,74744,74746,75457,75458,75459,75792,75793,76207,76507,76511,76512,76513
pass	90	67068,67071,67385,67386,67387,67554,67561,67794,67795,67801,67939,67945,68273,68280,68281,68641,68643,69185,69533,69534,69540,69814,69821,70161,70163,70166,70168,70421,70745,71357,71359,71612,71836,71840,71845,72115,72392,72394,72395,72397,72633,72634,72635,72636,72932,72934,72939,73182,73185,73187,73190,73430,73431,73432,73437,73683,73684,73685,73688,73876,73882,74167,74171,74175,74450,75065,75066,75068,75070,75459,75792,75795,76508,76511
eau	90	67071,67387,67390,67558,67939,68275,68383,68387,68390,68883,68884,69182,69537,69540,69542,69812,69813,69816,69818,70746,70916,70917,70918,71363,71621,72392,72394,72397,72399,73183,73190,73433,73434,73685,73688,73875,73880,74170,74750,75458,75460,75462,76210
haut	89	67553,67795,67796,67937,68275,68277,68383,68391,68638,68642,68644,68645,68888,69177,69178,69179,69811,69817,69820,69821,70420,70424,70426,70743,70914,70918,71358,71362,71614,71836,71838,71839,71841,72113,72114,72392,72398,72633,72635,72932,72933,72934,72935,72936,72939,73184,73431,73435,73686,73688,74451,74452,74456,75066,75067,75464,75794,75796,76210
