    token	freq	docs
plante	75	68389,71618,73433,76213,69817,67387,69182,76511,67794,67800,73684,76516,68645,74457,68643,70420,72630,68279,67071,68387
service	75	67939,73434,71357,74167,73185,73190,74748,68639,72937,73430,75069,74174,69535,75796,67392,67387,70162,76507,76510,70161,67555,69811,70170,67801,68885,75792,69813,68889,72392,74456,73879,70169,75789,74454,70746,74450,76508,70421,72397,68279,72118,75461,68383,72122,71359,74745,75466,74746
production	75	70920,73185,73436,73184,73433,74174,67796,76507,68881,67385,67391,67390,67794,68882,67800,73684,68273,68887,69541,68885,69184,75792,67802,73877,73687,71843,70426,68283,72393,71842,74455,67945,69819,73882,72630,73881,68279,69538,70914,75064,71362,75463,75063,71366,75458,74168,74169,68385
molécule	75	73187,70922,73436,73433,72116,76206,70919,72115,76512,76511,67390,69183,67800,70167,71843,72634,70747,68646,70425,73878,73688,67558,72394,72118,70914,75065,75070,69539,68387,68390,75459
coeur	74	70921,73435,73434,74172,74748,72113,72117,72116,73430,75068,73182,67068,69817,76512,68277,69182,76511,68276,69178,69186,73684,68887,68885,69184,73876,70166,75792,68283,71842,70745,71840,73879,74455,73878,70746,72637,68643,76508,72395,67798,68279,67943,72118,70914,75461,75065,71612,69539,75462,75066,75067,71361,71359,68387,75458,74168,75459
mieux	73	67939,70922,74749,72932,74172,72113,73432,73183,73430,75069,76206,76213,73182,72115,67557,69181,73683,67387,75794,70161,67794,67555,68886,69811,73685,67800,75790,72940,70164,68885,69812,73877,69813,70749,72634,70745,74455,75788,73878,73688,70420,74451,72397,73880,70423,67943,72396,67071,75462,75066,70916,73189,67937,74750,75458,75459
fin	73	67939,73435,73434,71357,75457,74167,74172,74748,69533,76211,69534,72114,73183,76213,73182,67068,70163,72629,68881,68883,75794,74449,70161,73875,67800,73876,75792,73877,69542,67553,70749,72392,72634,67944,70168,68643,67558,74450,76508,72395,67940,67942,73880,70422,68279,72396,72118,75461,72938,71612,71359,68393,67937,74744,71614,74746,74168,74169,75459
enseignement	72	70920,71357,75457,73185,70923,72113,71620,72936,72937,69536,74175,73430,76206,73182,67068,69181,76513,72398,67795,68277,70161,68276,70748,73876,69185,70426,72636,67944,72637,72394,74450,70743,70422,70914,67071,75071,72938,71835,71362,71837,68383,74751,68393,75063,68392,74746
exister	72	67939,67938,70920,75457,74173,73185,72932,73184,74172,71618,72117,71620,76210,72935,72934,76213,72115,67386,70162,75794,74449,70161,69815,69183,67555,73685,68273,75792,69813,70749,74457,71842,70425,75788,73878,68643,76509,74450,67388,68279,67943,72631,75065,71835,75462,68383,71359,71615,67937,71614,71358,68390,74168,68391
mondial	71	67939,73186,73435,68638,71619,72933,69533,72117,76211,72935,72934,75068,76207,69535,67557,67796,69181,68881,67795,69814,67391,69815,69178,69811,70170,76515,70164,69179,69812,67383,70426,72393,71840,74454,72633,67941,67798,74453,67943,71363,69538,70914,67071,72939,72938,75064,71360,70917,68383,71359,74745,67937,74744,71614,74746,75465
publier	71	68388,67938,68389,70922,74167,74173,73436,73184,74748,70923,69533,72113,76210,71621,72934,76213,73431,73182,67068,69816,67556,72401,72398,75794,74449,68276,67794,68882,69540,68886,70429,72940,68887,69184,70167,67802,72635,71843,70753,70747,68280,73688,70746,67558,76508,69819,72632,72397,67071,71835,72119,68383,75463,71361,68387,73189,73188,67937,74750,74752,71617
europe	71	73435,70920,71357,68638,74167,71618,72113,72117,70918,73430,73182,67557,75796,75797,75795,67391,76510,69815,67804,67794,73875,67383,75792,73687,68645,72392,69177,72393,70425,74454,73878,69820,70424,72394,76508,72632,68642,67942,69538,70914,75065,72939,70917,68383,71836,75463,71615,68386,71358,71366,71616,74746,74169
contexte	71	67939,73434,71357,74749,75457,73184,72113,76211,69534,76206,76207,73431,73182,69535,67557,70162,76507,68275,72629,68881,67554,69814,67390,75794,67794,68882,70429,69178,67801,69184,73876,75793,76516,73877,69813,67553,72635,72392,70426,69177,70745,73688,70746,69818,67388,76508,67798,72632,68642,68278,74452,72631,71363,69538,72938,75066,68383,75463,70916,71359,74751,75063,74169,68385,74747
mois	70	68388,74170,74171,75457,74167,73185,72933,72932,74172,70923,72114,73183,73430,75069,73431,73182,68274,70162,72629,75794,70161,73875,67801,68273,68887,67802,69185,67553,69177,71842,73879,75788,75789,71841,67558,70420,67388,74451,70421,72395,70743,72630,70422,68279,72396,75065,71612,72119,71359,75063,67937,71614,71616,75458
2	70	70921,67939,73435,71357,73437,73184,74748,69533,74175,69817,76512,75796,67387,72398,69182,70161,69815,68276,67794,67555,69540,67800,69186,68273,68885,69812,67802,73877,69813,73687,69542,72635,69177,72393,70746,72633,74450,67388,67940,68279,72631,75071,70915,72119,71360,75066,71836,70916,74751,68392,72121,74746,75458,72120
structure	70	67939,73434,74749,74167,74173,73436,73184,68639,69537,73433,76210,69534,73430,72629,68881,67390,75794,68886,73685,75790,68885,70167,71842,70745,70425,69820,70424,68643,67558,67941,73883,72632,68642,70423,70422,68279,67943,72396,75065,75462,71836,71614,75458,68391,75459
jeune	70	73435,74171,71357,73185,72932,72113,76207,73431,73182,73683,72629,74449,70161,69815,67555,73685,75790,70164,73684,73686,70166,67553,70426,69177,72636,73879,73878,68643,74450,67388,74451,74453,70422,73881,68279,75461,71835,71612,70917,75462,71837,76208,67937,75466,75458,74747
acteur	70	70921,73435,73434,70922,71619,75457,73185,74172,76211,73183,75068,76207,74174,69535,69817,76512,75796,67386,70162,68275,72629,76511,70161,70170,70164,73690,68273,67803,70166,75792,67802,72392,74457,73884,72393,71842,67946,72634,69821,74455,70169,72637,71845,69818,74450,67388,67798,68641,74751,75466,71358,74746,74169
président	68	73434,74171,71357,74172,72113,72936,72114,74175,73183,73182,76507,72629,68881,76511,75795,76510,67794,73875,70165,73684,69813,72392,69177,71842,72634,74454,73878,68643,74453,70914,67071,75066,76208,67937,68386,74744,71358,71616,75458
métier	68	75457,72932,70923,72114,67068,69535,72115,70161,68276,70165,75791,69812,73877,73687,72392,72636,73879,72637,73882,70421,70422,68393,74744,71614,74752
2013	68	75457,73190,74748,70923,69533,74176,72937,72116,69534,74175,75068,73182,74174,73683,76513,68881,68277,72399,72400,69811,73691,73685,70164,73690,73687,72635,73884,72393,72634,71840,73689,70169,73878,71845,73883,73882,72395,73880,68279,72396,72938,71612,71362,70916,72122,71359,74745,74750,71614,72121,74746,72120
constituer	68	70921,73434,68389,71357,68638,74167,69537,73432,72114,76213,70919,73683,70163,67387,70162,67797,67795,68277,67390,74449,68882,69178,72940,73684,69179,68885,70167,70426,72393,71842,72634,67944,70425,75789,74454,73878,68280,70746,67558,67941,70420,72632,68642,72397,74453,67071,75065,75070,71612,72119,71836,68387,73188,67937,74746,68390,75459,74747,75465
répondre	68	67938,70920,71619,74749,72932,73184,74748,72117,72936,71621,75069,76212,76213,69535,73683,76512,76513,70162,76507,68275,72629,70161,72399,67794,73685,75790,73684,69541,73876,75792,73877,73687,69177,70751,73689,74455,70169,72637,68643,72394,76509,74450,74453,68279,75064,71835,70915,71836,71359,71615,75063,73188,74744,71617
fort	67	70921,67939,67938,71357,68638,73185,72933,73184,74176,72936,72937,73430,72934,76213,69535,67796,69181,73683,70163,69816,69182,76511,75795,72400,69811,73691,73685,76515,69186,69813,69177,74457,68283,69821,75788,67945,70752,67389,74451,76508,70421,70743,72630,70914,75461,76209,76208,75067,74750,75466,71614,71358,72121,75458,74752,73438,71617
organiser	67	70921,74170,68638,73437,74172,74748,70923,71620,72114,74175,76212,73182,67392,70162,72629,74449,67804,72399,68882,70170,76515,69186,73690,70428,68887,69541,69543,76516,67802,67553,68889,74456,73884,72393,67946,70751,67561,73689,75788,67945,71845,67941,73883,67940,73880,72396,71363,67071,75071,72939,72938,72122,75466,72121,75464,74746,68384,71617,72120
euro	67	74749,69534,72114,72935,72934,67557,68274,69181,73683,68275,68277,75795,76510,69815,73875,70164,67801,68273,69541,73686,69812,70166,73878,72633,67799,69818,74450,74451,76508,69538,72118,75461,75065,71360,71837,75066,68383,71361,71359,75466,71616,74746,74169,74747
cea	67	73186,68638,69533,73183,76207,71839,72115,70163,70162,69816,72629,67554,75795,69178,67800,75792,76516,68884,68645,72392,73879,75789,70424,67558,70421,68640,67943,70914,75064,75070,70915,75463,74745,74744,74168,68385
unique	66	70921,68638,71619,73432,69534,72114,73183,67068,70919,73683,69817,75797,76513,70162,72629,68881,67795,69182,69815,69178,75790,75793,69185,73687,68884,67553,71842,72634,67944,73879,74455,75788,68643,67941,67799,70420,69818,69819,70421,67798,72397,74453,68279,72631,72939,75070,70915,76208,70916,72122,67937,71616,74168,73438,74169
connaître	66	67939,73434,75457,74167,74172,71618,72113,72116,72114,73183,73430,75069,76206,73431,73182,70919,72115,67387,76507,67556,68881,72401,70161,67794,69540,68886,73685,73875,67800,67801,68885,69184,73876,70166,70744,74457,73884,73879,74455,70169,75788,73878,68643,69819,70421,72632,72630,72397,72396,71835,70916,68387,67937,74752,68390
durable	66	70920,73185,74172,71621,74175,69181,76513,72398,76511,68882,76514,70164,69812,67803,69185,74456,71842,70745,67561,70169,72637,70752,70420,68279,67071,75463,71366,75458,71617
inrer	66	68389,71357,71618,69537,73432,69534,75069,76213,69817,69816,69182,67385,69815,67794,67555,68882,67800,75790,73690,70428,68885,69812,70749,70746,67558,67799,70420,67388,72632,72630,72396,69538,67071,71360,71837,72121,68384,74169
devenir	66	71357,68638,70922,74167,74173,72113,73432,71621,72114,73430,72934,76213,75068,73182,69535,68274,73683,76513,67556,68883,75795,74449,76510,70161,69183,68882,70429,73685,76514,70166,73687,74456,71840,69820,73688,71841,70746,72633,72394,76509,67389,68642,72630,73881,72631,71835,68383,71359,68387,74744,74750,75466,71614,71358,74746,74168,75459
mesure	65	67939,74170,73434,74171,69533,69537,71620,72114,71838,73430,69817,68275,68881,68883,67554,67390,74449,67794,69811,70165,75791,69813,67553,72635,72392,70426,67946,73688,70424,70420,76508,70422,70914,75064,75460,75067,70916,71361,71359,75063
réseau	65	68638,74167,73185,76211,71838,72934,69535,69181,67386,70162,69180,68881,76510,68276,76514,68273,68887,68885,69812,73876,73877,68884,72635,70753,75789,73878,68280,70746,68642,70423,74452,70422,71363,69538,75461,70916,71615,68393,75063,74750
point	65	70921,67939,71357,72933,74176,73432,69534,72114,75069,76206,76213,74174,70919,75796,67386,70162,67554,68277,76510,70161,69183,67555,68882,67800,75791,68273,68885,75793,69813,74457,72634,70747,70425,75788,69820,73883,74450,70743,73880,74453,74452,71363,72118,70914,71612,68383,71836,75063,74744,75464,68384,74168
mise	65	67939,73434,71357,75457,74167,73185,73432,69536,69534,72114,74175,75069,69181,73683,76512,76507,72629,68881,68277,67385,75795,74449,69183,67800,73684,68887,68885,73876,70166,75793,67383,69177,72393,72634,68643,72394,74450,76508,67798,70743,70422,72631,72118,70914,75065,71612,71836,71615,75063,68386,71358,68384
établissement	65	71357,74749,74172,70923,72113,72936,74175,73430,75068,67068,69181,76513,70162,76507,68881,72398,67795,74449,70161,69183,68276,69178,73876,67383,72392,69177,72393,68888,67944,72637,70743,70422,75071,70915,71362,75063,71358,74746
2012	65	74170,73435,70920,68638,71619,73184,74748,71620,73432,69534,72114,73183,73430,76213,72115,68881,69540,73685,73875,70170,70164,69543,69542,67553,68889,72392,69177,72393,70751,73879,70169,70168,74454,69820,70752,72633,67798,72396,71363,75065,71835,71837,75463,70916,72122,74752
dispositif	64	73186,73435,74171,69537,76210,73430,68274,69181,69817,70162,68881,67554,68277,69814,76510,69540,73876,75792,72635,70744,70753,68646,70425,74454,70420,76508,72395,67798,67940,72397,75064,75070,72119,71836,74750,71616,74746
viser	64	70921,73435,70922,75457,74173,74748,68639,69537,71620,73432,72114,71838,76206,74174,68274,67386,69816,68881,69814,76511,74449,68882,75790,69541,68885,69813,68884,70426,69177,72634,70745,68646,74455,71845,72394,69818,67388,70421,67798,68642,68279,72939,75064,75067,70916,71615,71614,75464,68384,74168,68385
durer	64	74170,74171,73185,72932,72113,69537,72937,73432,69534,74175,73430,72935,72934,73182,68274,72629,68881,68883,70161,67794,73685,67801,73684,69179,68273,75793,70749,69821,73879,70169,75788,72394,76509,74450,73882,67798,72630,74453,73881,71363,72939,71835,76208,68383,71836,71359,68387,67937,75464,75458,74752,74168,75459
analyse	64	74171,70920,74173,73185,71618,69533,72113,73432,76206,76207,70919,73683,67387,68275,67797,68881,67795,68277,67555,68886,73685,68885,75793,76516,73877,70749,72635,68645,68644,74455,75788,72637,71845,70420,67388,74452,76208,75067,73189,68392,74168
partir	64	71357,72932,69533,72113,69537,73183,76206,76213,75068,76207,73431,73182,67068,69535,72115,73683,70162,69816,67554,67795,69814,76511,69815,67794,68886,72940,67801,67383,70749,70425,73878,68280,71841,68643,67558,74450,76508,69819,72630,72397,70423,72396,72939,71612,71360,70917,76208,68383,70916,71614,71366
montrer	63	70921,68388,68389,74749,74173,73184,69533,72113,69534,76206,72934,73431,70919,68274,67387,69816,67554,76511,67390,75794,74449,67794,68882,68886,67800,68887,72635,70744,71843,70753,73689,68281,70746,67558,71845,72632,67942,70423,72631,70914,75065,70915,75463,72122,68387,67937
concerner	63	67939,73187,74167,69533,71621,69536,76213,76207,73431,73182,69535,73683,67387,70162,76507,69816,67556,76511,67385,69815,67555,69178,73875,69186,73684,70428,68273,69813,70749,68889,72393,70745,70169,67388,67942,68279,72396,70914,67071,71835,70915,71360,68383,71361,71615,74751,74745,67937,75464,75458,74169,71617
capable	63	73187,68638,72933,72932,73432,72114,76207,70919,67557,76507,68883,69182,75794,70167,67553,70744,70747,70425,75789,68280,70746,68643,67941,70420,69818,74450,70421,67798,72397,68278,70423,70914,75065,75460,76208,75067,71836,71359,74745,68387,75063,71614,68390,75459
près	63	73186,73435,74749,72932,73184,74172,74748,72113,72935,72934,75068,67796,68274,73683,67556,75795,76510,73691,73875,72940,73684,69179,69812,69813,69542,68645,72392,72393,68646,69821,73879,75788,71841,72394,73883,76508,73882,72632,70743,72630,68641,70914,75065,72119,71360,70916,68387,67937,75466,71358,71616,74746,75458,68384,73438
vie	63	67939,73435,67938,71357,74167,72933,72932,71620,72116,76213,73182,67068,69535,68274,72629,68277,75795,70429,69178,69811,67801,73684,75793,67383,75792,72392,69177,67944,69821,73688,71845,72394,67799,67798,67071,75071,75065,71835,69539,71362,71836,74751,75063,67937,75464,74746,74169,75465
aliment	62	69534,75069,76206,76213,67557,76507,76511,74449,67555,68882,73685,76514,75790,70166,71843,72634,70745,67798,74453,72396,72631,67071,71360,76209,71366
nombre	62	67939,73434,73187,70920,71357,71618,72113,72936,73430,67068,72115,73683,69817,67387,70162,67795,69182,70161,69540,73875,75790,67801,70166,75793,75792,67553,72635,72392,70745,70753,70425,68280,70420,67388,76508,67798,68642,70422,68279,70914,76209,70916,71359,74751,74745,68387,75063,74744,71358,74752,75459
question	62	67939,68638,74749,72932,73184,74748,69533,74175,75069,76206,73182,70163,68275,72401,72398,70161,67794,67555,68882,72940,75793,75792,73877,67553,70749,74457,69821,68643,67389,76508,70421,68642,72630,71363,72938,71835,71837,76209,68383,75463,71359,74751,73188,67937,74752
fait	62	67939,73434,67938,74749,72932,73184,74172,72113,76206,76213,73182,68274,73683,76513,70162,72629,76511,74449,70161,67794,67555,69540,73685,72940,68887,75793,67383,67553,72635,70744,72392,71842,73879,74455,75788,70424,68643,70421,72397,70423,72631,75065,72939,70917,75066,71836,71359,68387,75063,74746,75458,74168,68385
supérieur	62	75457,74173,72932,70923,72113,71620,72936,76210,74175,73183,73430,72935,73182,67068,69181,76513,69180,67795,68277,70161,69540,68273,70748,73876,70167,69185,67944,74455,70168,69820,68280,72637,72633,67940,70743,72397,71363,70914,67071,72938,70915,71362,70917,71837,75066,68383,71361,71358,74168
besoin	62	73434,68638,71619,74749,75457,74167,73436,72113,72117,69537,73432,71621,72114,73430,75069,72935,76213,69535,72115,67557,69816,67554,72398,76511,70161,68276,67794,70164,69812,73876,67383,73877,67553,72635,69177,68281,67799,70420,74450,72395,70422,75064,69539,76209,71836,74751,74745,74744,75458,71617
sol	61	68388,67939,73434,69537,76213,67797,69182,76510,73684,69812,68645,69177,71840,75788,75789,68643,73880,68279,69538,67071,71837,75066,71836,75458,71617
satellite	61	67939,73434,69537,71839,70163,68275,69811,70170,69179,69813,69177,68644,75789,67942,73880,71836
étape	61	73434,67938,70920,70922,74167,73436,72933,74176,76210,75069,72115,76512,67556,72629,67554,76511,67385,75794,70165,75793,75792,70167,67802,70744,72392,70745,71840,74455,75788,68643,71845,67388,76508,67798,72630,68279,72118,70914,75065,75070,72119,67937,74168,74169,71617
nucléaire	61	71619,72113,72937,76207,72629,69178,75792,72392,73883,72397,67943,70915,71837,68383,74168
traitement	61	68388,73435,73434,73187,74173,72117,73433,73432,72935,73431,67796,76512,68883,67554,69814,73691,73685,73684,73686,69813,72392,69177,68646,73879,70424,72637,67799,69819,72630,74453,74452,75065,71360,76208,75067,71616,75458
prix	61	73435,73185,72933,72932,73190,67068,72115,68274,75797,68881,68882,75790,68273,76516,70751,72634,70168,72633,76509,74450,72630,68641,71835,71612,75066,76208,67937,74746,73438,74169
quand	61	67939,67938,73432,72114,76207,73431,73182,70919,72115,68274,70163,76507,69816,72629,67795,76511,74449,70161,67555,73685,75790,73684,73876,70166,75792,73877,69813,68884,67553,72393,71842,71840,72394,70421,70422,71835,70915,71359,74745,67937,74750,71614,75458,74168
patient	61	73435,73187,74171,74173,72117,70918,72935,70919,76507,67556,68881,67801,73686,75793,68646,74454,71841,67941,76508,74453,74452,75065,76208,75067,68387,75459
désormais	61	70920,74749,72932,74172,70923,76211,73432,71621,72116,73430,76206,72934,76207,71839,69535,72115,67795,69183,69540,69178,73685,73684,68273,70166,67802,73877,69813,67553,70749,71843,69177,73879,72633,72394,70421,67798,70422,73881,72631,70914,75461,75064,71835,69539,75462,71836,74751,74745,75063,68392,71358,75458
enfant	61	72932,73431,68881,72401,67555,70428,70749,68645,70745,71841,76509,74453,72396,75063,75458
unité	61	68388,74170,73184,71618,73432,75069,73431,67068,73683,69180,67556,68883,68882,76515,68885,69812,69184,75793,67802,73877,73687,70426,72393,71842,70745,70425,70746,72633,72394,67941,70420,67389,67388,70743,72630,68278,72631,71612,71837,71836,70916,68387,75063,75458,68384,74169,68385,75459
pme	61	73435,74749,74167,74172,74748,72114,73430,76512,70162,76511,75795,73691,68273,69541,70166,73687,67553,71842,72634,71840,74455,75789,67945,67388,76508,72395,72396,70914,71612,75066,75063,71614
climatique	61	67939,73434,68389,71618,69533,71621,73183,76213,69535,69817,67387,69816,69182,69814,67794,68882,73684,67803,73877,69813,68645,71842,70745,73688,71363,67071,72939,71837,75463,70916,75458
côté	60	67938,74749,75457,73185,72932,74172,68639,71838,73183,73430,75069,76213,72115,68274,73683,70162,68881,68276,67794,67555,73685,73684,69179,70748,69812,75793,72635,68645,72634,73879,74455,75789,67945,72637,67799,69818,67388,76508,67940,68640,72630,74453,72396,75461,75070,70915,71362,75462,76209,70916,71359,74746,68391
trouver	60	68388,73434,72933,72932,73437,76210,71621,69534,67068,69535,72115,73683,76507,68882,72940,73684,68273,67383,75792,73687,70749,70744,73884,70745,68646,75788,75789,72394,70420,74450,67389,70421,67798,72630,72631,72118,75461,75065,70915,76208,71359,74745,71614,71358,74746,75458
spatial	60	67939,73434,72113,69537,71839,70163,68275,69811,70170,69179,69812,69177,73884,70424,70746,69819,73880,70914,75066,71836,73189,68392,71358
possible	60	70921,68388,73435,73434,71357,74167,73184,73432,71838,72934,67068,69535,72115,73683,67386,70162,67554,67795,69182,67385,76510,69183,67794,68882,69540,69178,69811,67801,73876,67383,67553,70744,70746,67558,67798,70743,72397,68279,70914,75071,75065,72939,75070,76208,75067,71836,70916,74168,75459,71617
représenter	59	74749,72933,74172,72114,73182,69535,67557,73683,67387,76513,67556,67795,75795,67391,75794,69815,68882,69178,73875,72940,70166,75792,67802,69813,68645,72392,69177,70745,75788,73878,69820,68280,70424,70420,70421,74452,72396,72631,72938,75070,71360,76208,75067,73188,74746,74169,74747,75465
site	59	70921,75457,76210,71838,75068,67386,70162,67797,67795,74449,69178,67800,68885,69184,75792,67802,69813,68884,69542,72392,74457,71842,69821,75788,67941,70420,74450,69819,70743,68279,70914,75064,76208,75463,71358,68384
dijon	59	73184,72116,69534,76206,69817,76511,74449,67555,73685,75790,70428,69812,75793,73877,70749,71842,72634,68643,72394,70420,67798,68279,72396,72631,75462,76209,68387,74169
haute	59	73435,68638,72933,72932,73184,76210,70918,71838,72934,73431,71839,67796,75796,68275,68277,75794,69178,69811,67553,72635,72392,70426,69177,68644,69820,73688,70424,71841,74451,70743,68642,74452,70914,72939,71362,75066,75067,71836,67937,68391
spécifique	58	74171,71619,74749,73432,72116,75069,76213,73431,70162,69816,67556,67554,72398,76511,67390,69183,72399,67555,68882,69186,68885,73876,75792,67802,69813,67553,70425,75788,70424,67558,70420,74450,67388,76508,67798,72630,72631,75065,75064,76209,76208,71359,74751,68387,74168,68385,75459
vers	57	68389,68638,74749,75457,72932,73184,69533,72117,72937,76210,71621,74175,73430,75069,72935,76213,73182,72115,67557,73683,76507,75794,76510,69540,75791,68884,69542,72635,72392,74457,70753,72633,74450,67798,70422,68279,69538,70914,67071,75070,71837,75067,75463,71358,74752,74169
5	57	74749,74167,73185,69533,74176,73430,76212,69817,70163,76512,68275,75795,69815,69811,73691,69186,73684,68273,69541,69543,73876,69185,73687,67553,68889,69177,74456,72634,71840,70169,75789,74451,73882,72630,70423,75071,75462,70916,71359,74751,74745,68393,74746,75458,75465
conférence	57	75457,72932,74176,72937,74175,76512,67392,68881,72398,67804,73685,70170,76515,70164,69543,76516,68889,69177,74456,73884,72393,70169,69820,70752,73883,76509,67940,73880,72631,70914,67071,71835,71837,72122,68387,74752,73438,75465,72120
objet	57	73186,73435,74173,73436,72117,72936,74175,75068,67068,70919,72115,67796,68274,73683,70163,68881,67391,67804,67555,68882,70429,70165,75791,75792,73877,70744,71843,72392,72634,73879,75788,72637,74450,67388,70421,67942,68279,75071,75065,70917,68383,71836,67937,68390,68391
changement	57	67939,67938,68389,69533,71621,72116,73183,73430,76213,70919,69535,69817,67387,69816,69182,70161,67794,68882,67803,75793,73877,68645,72393,70745,72637,72395,67942,71363,67071,69539,71837,75463,70916
utilisation	56	67939,73434,73436,69533,76210,72116,75069,73431,74174,70919,69535,72115,67386,68881,69182,69814,67385,67390,75794,69183,70170,68273,75792,76516,73877,67553,72635,69177,68646,75788,69820,70746,67558,74450,74451,76508,70914,75067,71836,70916,68392,75464,71616,75458,68390
responsable	56	67939,72933,73437,70923,71620,74176,75069,73431,68274,73683,69817,76512,76513,70162,67556,72629,72401,76511,67391,67800,67801,69179,68885,73876,73877,69813,67553,74456,72393,67946,71840,69821,75788,75789,72637,72394,76508,68279,72396,72631,75064,69539,76209,71836,71359,75063,74744
quel	56	70921,74749,72932,74748,76210,74175,73183,75069,76206,76213,73182,69816,68881,67554,72401,67795,67390,70161,67794,68882,69540,75790,72940,73684,69813,68645,72392,68283,70745,70425,68643,74450,67388,70422,75064,71835,70915,69539,76209,75463,67937,71358,71366,74168
toujours	56	67939,68389,68638,74167,73185,72932,73432,73183,76206,76213,73182,67068,73683,67386,75797,76507,72629,67554,70161,68276,70429,69812,70166,67383,73877,67553,74457,72393,73879,74455,68643,74450,76508,70423,70422,72396,72939,71835,71612,75066,74745,73189,74744,71614,74746
régional	56	70921,67939,73434,74749,72933,74172,74748,74176,73430,69535,69817,68277,69182,67391,67804,72400,68885,73687,68884,67553,70749,71842,70745,67561,73879,74455,75789,71841,70420,67388,76508,72395,67798,70743,72630,70422,72396,72938,75066,70916,68393,68385,71617
évidemment	55	68389,71357,68638,74749,75457,72932,73437,69533,73431,73182,69535,68274,67386,70162,70161,67794,68882,73685,76515,73684,68887,67383,67553,75788,75789,70420,67388,72630,72397,72396,71363,72939,71612,71836,71359,73189,75063,74744,71614,75458,74168,74169
instrument	55	67939,74171,67068,70919,69181,70163,69811,69177,74455,73688,70424,74451,70914,72119,71836,70916
création	55	73434,68638,72933,72936,72114,73430,72934,67068,73683,76512,70162,69180,67795,72400,68882,73875,70748,73876,75792,67802,73687,67553,70426,69177,72393,68888,73879,73878,72637,70420,74450,67798,72630,68279,71362,70917,67937,75466,71614,75464,74752
apporter	55	67939,71357,73185,73184,69533,72937,73432,72116,75069,73182,73683,75796,76507,67556,72401,69182,76511,70429,67801,68273,70166,75793,73884,74455,75788,68280,73688,68643,67389,74451,73882,70422,71612,76209,76208,68383,71359,67937,74744,71614,71358,75458,74752,68391
reste	55	70921,73187,74167,73185,73436,73433,76210,72114,76213,73182,67068,72115,67557,73683,70163,72629,67554,67795,69182,75794,67555,68273,68887,69184,70167,69813,67553,72634,72636,70425,75789,68643,74450,67389,67388,76508,71835,71612,76209,68383,71614,74168,68391,74747
art	55	74749,75457,70923,72115,70161,68276,70165,75791,73876,72393,75788,73882,72630,70422,71835,71361,68393,74752
participer	54	68388,68638,74167,73185,73184,73190,71620,73432,69536,73430,76207,73431,67556,72398,67385,76510,70161,73685,69543,68885,73686,69812,67383,73687,69542,67553,70749,72634,67944,73689,67799,67798,67940,72630,67942,73880,74453,70422,70914,75065,68383,70916,72122,74751,68387,68386,75466,71614,75458,73438
événement	54	74170,73190,74748,74176,72937,72116,74175,76212,68274,73683,75796,75797,70162,72629,75795,74449,72400,76514,76515,70164,69541,70166,69177,74456,73884,72393,67946,70751,69820,67945,70752,76509,73882,73880,73881,72939,72938,70916,67937,73438,72120
innovant	54	70921,74167,73437,73184,74748,74176,72936,69536,72114,70918,67068,69535,69817,75797,76513,72400,73691,76514,70164,73876,67553,69177,73884,71842,70751,69821,70169,74454,73878,70420,74452,68279,68641,75461,69539,68383,71359,75466,71614,71366,71616,74746,75465
agriculture	54	71357,76213,69182,67804,67794,68882,68273,69812,72393,71842,70745,69821,73879,70420,74450,68279,69538,71837,71836
défi	54	74176,71621,72114,76213,73182,70919,75796,76507,67554,72398,67795,69814,76511,67804,67794,68882,73684,69541,75793,75792,70744,72392,69177,74456,72393,71842,72634,68280,68640,74453,70914,67071,71359,75466,74746,75458,74168
environ	54	68388,73435,74173,73436,73184,72117,73433,73432,69536,73430,72934,72115,67554,75794,74449,67794,67555,68882,68886,69186,67801,73684,69813,72635,70744,69177,68646,70425,68281,73878,70424,67799,69818,72395,72397,74453,70422,68279,75065,72939,71612,71362,76208,71359,68387,73188
souligner	54	67939,71357,73185,72933,74172,72113,73433,71621,73430,76213,73182,69817,70162,69816,72629,72398,76511,73685,73875,75790,73684,69812,67383,75792,69813,70749,69177,74451,70421,68279,70914,75461,75065,71835,70915,75066,76208,68383,74745,67937,74744,74746,75458,74169
rôle	53	70921,68388,73434,73185,72932,73184,72116,76206,68274,69181,73683,67556,68881,76511,70161,69815,68882,69540,68886,73691,73685,67800,69184,67803,70749,67946,72634,73878,72631,70914,75070,72119,76209,68387,67937,74744,74746,75459
comment	53	70921,67939,67938,68638,70922,72932,72113,74176,69534,74175,73183,70163,70161,67555,75790,72940,73876,67803,75793,73877,68884,72392,74457,70745,70420,67389,70421,72631,69538,71835,69539,76209,74751,67937,74744,74752,74168,75465
parallèlement	53	68388,73186,68638,73437,74748,69533,69537,69536,69534,72114,76206,72935,73182,68274,69181,70162,72629,72398,67795,76510,70161,67555,68882,73691,67801,69541,68885,75793,73687,67553,70425,73879,75788,74454,68643,72394,67389,76508,69819,67940,72630,73880,70422,69539,68387,71614,74746,68384,74168
expérience	53	68388,68638,74167,73185,72932,72113,72937,73432,76206,70919,73683,72629,72399,69540,69178,73875,72940,73684,73690,70748,73876,75792,69813,70749,72392,75789,68643,71845,72394,67389,76508,72397,70914,68383,75063,71614,74746
