    token	freq	docs
annoncer	11	73434,68638,72117,72629,68881,69815,70426,68643,68278,67937
course	11	74170,67938,71357,74167,72932,76212,76213,73876,72396,75070
comité	11	72113,73433,70163,73877,70424,67937,68386,74746
rentrée	11	75457,72932,70923,76513,73687,69177,76509,71362
parcours	11	74749,74167,73437,74748,74176,73430,73182,69535,67794,68641
regard	11	69533,73432,73182,68881,73685,70749,70744,71835,75462,71836,74750
envisat	11	69811
qualifier	11	68638,69534,67068,69535,76507,76511,73876,72392,69177,72394
emblé	11	67938,72113,73430,75069,72629,68276,67555,73876,67383,70745,68643
hésiter	11	67938,69534,68273,73877,72394,70422,72939,71835,71612,74745,75458
livrer	11	73185,73436,75069,74174,70163,69177,70421,72630,73880,75459
réglementation	11	71357,70165,74455,68643,69818,74450,72118
stage	11	75457,73185,76206,75790,73687,70422,68393
certaine	11	67939,73432,72114,76207,73431,68887,72634,74455,67798,68383
japonais	11	68388,67939,72113,72117,68274,73875,72396,76209
scanner	11	73431,67801,71614
recette	11	74749,74449,67555,67383,71359,75063,74752
lourd	11	68388,69178,69179,69177,67941,70421,74168
compris	11	73432,70163,69814,73688,72630,73188,67937,68386,74750,75458
pharmaceutique	11	72115,67392,73691,73877,72393,72118,75461,72938,71360,68387
léger	11	72114,69178,67801,70167,69177,75789,68280,75463
armée	11	73431,69542,67553,72630,71358
vaimo	11	74170,68883
x	11	72114,67390,69819,68279,69539,71836,68391
doctorat	11	72115,67795,70161,75790,70748,69812,74454,70743,75459
élaboration	11	71357,75069,69812,75793,72392,67388,69819,67798,75464,68390,74169
cea-leti	11	70919,68881,67554,69186,75065
lâche-t-il	11	74749,73185,72114,73182,72115,68276,70166,74455,74450,67798,72630
prospective	10	67939,71357,69535,68642,75465
ensta	10	74170,68883,67944
caractérisation	10	74171,72115,69814,67390,76516,72392,71841,68643,69538,75065
article	10	68638,73184,76512,74449,72940,68887,69177,70747,70915,71614
22	10	72933,70167,69820,71845,71836,73188,67937,75466,74169
record	10	74170,73430,75797,68883,73689,68640,74168
intervenir	10	68388,74167,69541,72634,69820,68643,69819,73882,74745,75063
discussion	10	72932,72116,70161,75793,74455,75788,76508,70421,75071
déployer	10	76510,73686,75789,73688,74452,67071,75463,70916
cérébral	10	74171,67556,76515,67801,69184,68387,73189
transmission	10	68388,72115,67386,67554,75794,70748,69820,74453,73881,68391
cnr	10	72932,72114,69814,75790,68644,68646,67945,68642,72397,68390
opter	10	73185,76210,72629,72395,70422,75462,75063,74744,71614
disperser	10	72932,74172,67386,76511,70746,67558,72394,75462,74750
extrême	10	68638,70163,69816,73875,70425,72939,70916
traverser	10	67939,68389,72629,75794,72397,75458
volume	10	70165,68273,75792,69821,67558,75064,75067
edf	10	73185,67386,72398,67944,76509,74450
imageur	10	67939,67068,70163,67554
redressement	10	74167,72933,75068,73182,76513,71614,74746
anticiper	10	68638,72933,76512,69816,70161,75064,74169,71617
curie	10	70914,75070,71360,75063
suivant	10	67939,75457,70162,68881,70161,70164,68643,67798,72396,67937
atome	10	69183,68280,70421,69539,72119,74168
ajoute-t-il	10	67938,67796,76507,73877,74457,68643,72394,76508,75458
issue	10	71619,73437,70918,68881,69178,73684,70917,71359,71616,68384
renferm	10	73432,68274,76511,75794,69815,67383,75792,73879,67388
exposer	10	67938,72932,73190,72116,70918,72401,70161,70168,67942,72939
historique	10	67939,76507,73686,71842,72939,71835,71360,70917,75063,71616
cultiver	10	68389,73432,69817,69182,67391,67794,70420,75458
conseiller	10	71621,68274,72629,68283,68643,72394,68640,70422
pionnier	10	71621,72935,73182,68881,74449,71842,74450,68641,67937
microbien	10	69812,70745,67388,71837
carraro	10	75457,70161
extraire	10	73432,76213,68274,76511,75788,72630
rappelle-t-il	10	73432,73430,72115,68274,76511,73684,72394,74450,72631,75459
orienter	10	75457,73184,72115,74457,74450,67389,70421,70422,72631
pasteur	10	73686,69813,74451,75458
brique	10	76210,67554,67390,75792,72635,76508,75063
latin	10	70920,73185,73875,67553,72630
cristal	10	76210,69539,68390,68391
céramique	10	76210,68390
bureau	10	69181,73877,69185,69177,72393,70169,76508,70422,75064
150	10	69181,76507,69815,68273,73877,72392,70168,71359,74746
pilotage	10	72936,72937,75791,69179,75792,68884,69177,72637
neuf	10	73683,70164,73684,69179,71843,70169,73883,68279
patrice	10	73683,68887,74457,72939
vrai	10	73683,70161,70429,73684,69813,72634,70421,75466,68391
profond	10	76211,70918,69181,67794,69178,73876,73688,68279,74750
champignon	10	76511,68273,70745,71837,68387,67937
respecter	10	73683,67794,70165,75792,67553,70420,69538,67071,71835,74751
puce	10	72116,67554,70166,72635,73879,76208
fink	10	67068
mathia	10	67068
fabricant	10	71839,68274,67554,75795,67558,67388
hospitalier	10	74749,68277,67801,68646,67940,68387
distribution	10	73434,68274,76507,69816,76510,69812,73878,71615
interroger	10	73430,76213,70161,67794,68882,70429,73877,71837,75458,75459
revenir	10	73430,67794,68882,75792,73877,69177,68281,70422,67071
importer	10	74749,72932,76210,73182,68881,72940,73684,73879,68643
collaborateur	10	76212,67068,73875,68885,70166,67389,67940,75063
vraiment	10	74749,67068,72629,69186,74454,71359,71614,75458,74169
14	10	73183,75068,73691,69541,69542,72635,70169,68640,73881,68387
annonce	10	72935,73431,73182,69813,73687,71840,74454,74451,71360,67937
tokamak	10	75064,74168
simplement	10	67938,76213,70161,75792,70425,69821,71612,67937,74752
tara	10	73183
marseille	10	70918,73683,72392,70747,73688,75461,68391
vise	10	74749,68639,68277,68882,72395,70916,72122,74751,75458
critique	10	76207,68882,69178,73684,75788,68642,67937,74168
montant	10	72114,72934,73182,73683,76510,69815,69541,67799,72118,76209
jet	10	72114,70918,70163,74168
capter	10	67938,76511,68884,67553,70426,70747,72395,68391
italie	10	69534,73683,69179,75788,72632,75462,70916,74169
message	10	73182,67386,70162,74457,67389,76508
gros	10	73182,68274,68881,67555,69811,69179,73876,68642,71835
faut-il	10	69534,67068,74449,68882,67553,70425,74455,70422,70915,68383
pile	10	74174,67797,68884,75789
physiologie	10	73433,69534,67800,68887,70746,72631,71837,67937
maintenir	10	72113,71838,75069,72934,69535,73683,67554,69184,70915
humour	10	67938,74749,73430,73182,67068,73683,76511,72394,67937,74752
industrialisation	10	73187,67554,68276,72392,74450,76508,67940,75065
poids	10	74170,73430,69535,68883,69179,75792,74450,68640,71366,68385
étendre	10	73184,74172,75068,67068,69180,68646,67561,73880,67071,68391
sévère	10	69533,72113,76210,70163,69815,67801,73686,75065,75458
précis	10	69533,67068,67387,68881,76511,70424,76208,71615,74744
brin	10	68644,70747,70425,75070
délivrer	10	73187,73190,72117,73431,73876,67944,70168,72119
aviation	10	74167,72113,70165,69542,71840,74745,71617
prost	10	73184,76511,75789,68387
reproduire	10	68388,71619,69533,73431,69178,75791,67802,70421,70917
facilement	10	70923,76511,69178,67553,70425,68281,75462,73189,74750,74168
chu	10	74749,72117,74449,67801,67798,74453,75067,74169
indien	10	68388,67939,73683,69180,69811,72393,71615
13	10	74748,68274,67555,69179,67946,70751,72630,73880,72118
dose	10	73187,72116,72935,73683,69179,67388
charle	10	68277,68641,75066,74746,71617
poisson	10	68388,71621,73183,76213,74449,69811,67383,68387
conclut-il	10	73184,71621,73430,76206,67068,73875,73876,75789,67071,74169
microélectronique	10	68881,67554,67383,72635,68391
complément	10	68883,76511,70166,75793,67798,70914,74744
transistor	10	67554,70167,72635
collectivité	10	71357,72399,67803,76516,73877,68884,73884,67798,72939,74746
isae	10	71358
ile-de-france	10	74172,67795,68277,67553,70422,75071
plein	10	71357,73185,74748,67068,73683,70162,73684,69821,68643,70422
bêta	10	68887,67802
vitagora	10	76507,74449,75790,75793,72634,73879,67798,68279,72396
majorité	10	72117,71621,75795,73875,67389,71835,75462,68387,74752
centrer	10	75796,72629,68277,70161,73876,70166,70426,71361,71614
vign	10	69537,73684,73877,68387,74169
carnot	10	69814,70161,75792,70753,71612,72121
bas	10	69537,73684,69179,69821,69818,67942,70915,74746,74168
pphd	10	69817,70420
christine	10	72117,71621,73685,69184,74744
profiter	10	75457,73431,73875,70164,68281,74455,72396,70916,74745
fluide	10	76507,68276,69540,72393,70421,71835,76208,75067
éventuel	10	71357,74749,71838,68277,70429,67553,71843,69821,75065,70915
stable	10	69537,69540,67802,67558,71616,68390,75459
observatoire	10	73186,71838,74174,70163,76515,69186,70749,70751,75458
réchauffement	10	67939,73434,68389,67387,69814,73688
circuit	10	72113,67554,73879,70423,76209
biofilm	10	70746
validation	10	72113,68883,67554,69815,69179,75793,72118,70914,75064,74751
propos	10	67938,74749,73432,73182,72629,76511,68273,70166,71843,75788
télescope	10	73186,70163,73688,70424,70914
libre	10	76511,76508,70421,74169,71617
variabilité	10	69537,69181,67387,68882,75790,70420,67388,75463,70916
larynx	9	74454
interne	9	67939,76211,69181,73685,73876,75792,74455,72118,71358
regond	9	74167,67553
poligny	9	68885,67388
estime-t-il	9	74167,73182,76513,68276,74450,67798,76208,75458
concurrent	9	74749,74167,76211,69535,67553,69177,74455
extension	9	67939,74172,73183,71360
officiel	9	67939,74167,72936,69534,67553,68888,70751,70169,68643
65	9	74749,67068,70163,74449,74454,67799,71615
learninglab	9	73876
cursu	9	75457,72398,67795,70161,67944,71362
envoyer	9	75457,67068,67386,67795,68884,68281,75788,67389,70422
créativité	9	74167,74748,72113,73430,75068,70161,73876,69821
paramètre	9	68885,69813,68646,71841,74751,68387
vocation	9	75457,72113,72398,73685,72392,68641,75460,68393,68386
janny	9	68273
progrès	9	70923,72113,73432,67554,67553,74450,74745,74746
existence	9	74173,73432,73430,67386,72629,74455,72396,70914,75459
saveur	9	75790,70428,72634,72394,72631,71614
vert	9	67068,69535,72115,68889,70424,68278,75067
laisser	9	67068,67386,68886,67383,70421,72397,72631,67937
caltech	9	70919,68881,70422
anticorps	9	70919,72938
multitude	9	71621,72934,73684,73876,73877,73879,73880,70916,71359
tungstène	9	74168
pharma	9	73187,75065,71360
millier	9	72115,69817,70167,70420,70421,72118,71835,76208
mgp	9	73432
cemagref	9	67557,68275,68283,72393,67071
microscopique	9	76210,69540,68886,70166,69539,76208,68387,68391
simulateur	9	72937,67385,74453
méditerranéen	9	73683,73688,72632,70916,68387
rame	9	73683,70421
infection	9	68388,72935,70746,71612,75067,67937
pharmacie	9	73433,72116,69536,69815,70166,72393,75065,71616
principe	9	73683,69540,75793,70747,70746,72118,75065,70915
entièrement	9	73683,68277,69179,71842,73879,75460,75067,74744
animer	9	73433,73430,76515,70164,72393,69820,70421,68383,75063
musée	9	73683,73875,73876,75788,71837
4èm	9	74176,75795,67804,70745,70752,75458
époque	9	67068,73683,72629,70745,72630,71358,75459
christian	9	69534,73875,75790,74454,71616
détecteur	9	71839,70919,70163,70425,68391
remplacer	9	72934,69814,69177,68280,75066,74745,73188,71614
manger	9	75069,76213,74449,67555,76209,75458
2ème	9	73430,67946,70169,75065,75465
observe-t-il	9	73430,68882,72394,71835,74745,68387,71614,74169
blanc	9	76206,73684,73876,73877,71842,68279,72121
support	9	73434,72114,68275,67554,70425,67388,72632
idéal	9	76206,72940,73879,75789,72633,70421,71836,74169
urgent	9	73183,75069,73182,69182,67794,75792,68383,75458
partner	9	72935,76510,69815,73686,71360,71616
chaleur	9	72934,73683,69816,70426,68280,69818,75462
notion	9	76213,75793,70745,68279,71358
bouche	9	69534,75790,72634,68643,72631,74752
m2	9	72114,75068,68277,69814,68884,72397,75461
couleur	9	72114,73430,70162,72630,69539,71836
satisfaire	9	72114,67795,76511,67794,73685,69177,68643,71836,71617
olivier	9	73431,70163,68883,68276,75791,69813,68383
extraordinaire	9	73434,72933,71621,72934,67794,69812,70167,69821,71837
pratiquer	9	73431,75797,67801,70745,72636,74454,70420,75458
peut-on	9	69534,72629,68882,72631,71835,67937,71366,74752
obésité	9	69534,67799,72631,71360
sain	9	69534,70918,70164,69812,75793,72394,67798,71359,73189
soleil	9	72117,67385,67390,69186,73684,72396,74168
labellisé	9	76513,70162,75793,70749,72634,67799,70421,67798,72631
descarte	9	70162,69184,71841,70421
peser	9	72933,70919,69182,67555,70165,69179,67553,72392,68383
accompagnement	9	73437,74748,75068,73687,73878,72395,70422,75461,72121
neuronal	9	68388,74173,73879
précise-t-ell	9	74449,67555,73685,72634,72636,76509,70422,75064,71612
permanent	9	72932,72114,69181,72629,67795,70422
ordinateur	9	72932,73190,72401,69540,73876,68281,70914,74744
orsay	9	72932,76510,69183,69178,68641,74752
réputer	9	72932,76211,67068,73877,74450,70743,70422,71358
introduction	9	67794,67555,69186,73876,67071,71835
altitude	9	67939,68389,69179,75789,67942,71617
micron	9	69540,70425,67558,69819,68641
polyphénol	9	76511,68387,74169
23	9	72933,73184,76210,72400,72633,74450,72939,71360,68386
négatif	9	73185,69533,69183,67801,69184,76508
considérable	9	73185,73433,72934,75788,70421,70916,73188
héberger	9	73685,67799,68278,74452,75461,76208,71359,68384,68385
frontière	9	73185,74172,70163,75789,73880,72396,71362,67937
véritablement	9	67939,76206,69535,73683,68881,76511,70744,70915,75458
energie	9	73875,73690,72392,70169,75789,68640,71363,75458
isolé	9	73185,73430,67068,67556,67800,71843,75789,71360,75459
vapeur	9	67939,73683,70426,72394
conservation	9	76511,68882,68273,72634,73881,75066,75458
permet	9	73184,72934,73431,72629,72398,68273,70420,68279,71362
matérial	9	68639,76210,75796,68276,71362,68390
nucadvisor	9	72629
implantation	9	70162,73875,73684,68889,71840,74454,70743
mélange	9	72113,76511,70166,73878,69819,75464
dépendre	9	72113,72116,76206,75795,67794,68886,67553,72392,67388
agronome	9	72113,76213,74457,69821
coupler	9	69533,68639,72115,70163,68275,69182,69178,73878,72394
mobiliser	9	68275,67554,68882,69541,67071,70915,75066,71359
cirad	9	68275,69182,67794,74457,72632,67071,72121
élaborer	9	69533,72113,69536,75069,76206,69812,75064,70916,75063
conclusion	9	69533,72117,70164,69184,70166,68645,72630,69538
orientation	9	72629,68277,69179,68885,73877,68644,76208,68392
libérer	9	68388,76511,70166,75065,75462,75067
assistance	9	72629,68277,71841,72633,76508,75066,74746
sportif	9	74748,69536,72114,70165,70744,73689
phare	9	73190,72935,68274,75795,68273,72633,70420,74450,70914
be	9	67795,70161,73884
commerce	9	73190,76213,76207,75795,67553,70169,70168,72396,75071
initialement	9	68388,67939,73187,68883,69815,73876,72636,67558,68387
medtech	9	71614
csger	9	73184,69534,76206,74449,67555,73685,75790,70749
joue	9	73184,76206,68274,69181,70161,73685,70749,70914
exception	9	74749,72932,75794,73876,68279,71835,71359,74752,74169
visiteur	9	73437,74748,69543,69542,72396,72939,72122,73438
août	9	74170,73434,70919,67556,69177,67558,71835,70916,74169
françois	9	71357,72932,72936,67068,67794,69542,74456
démantèlement	9	72392,74751
papillon	9	70425,72632
souhait	9	68638,73185,73431,68274,70166,72636,74455
récompenser	9	73435,76207,68274,71840,72633,71612,75066,75458
stratobu	9	75789
allemagne	9	74170,72933,73430,67944,67943,71361,74746
bourse	9	73884,71612,74746,68390
citoyen	9	73435,71357,73185,67794,73875,72940,69821,75465
compagnie	9	71357,72629,76510,71840,72630,72396,75071,67937
montagn	9	68389,67068,70165
29	9	68638,74456,67944,67945,67558,69538,71837,68387,68391
ambitieux	9	73186,67555,67553,74450,71837,71615,71358,75458,74168
multiplier	9	71357,73430,73685,67802,70425,72633,72394
titre	9	74170,71357,73430,73683,68275,67794,69812,68383,71359
alternatif	9	70920,72940,68643,74450,72118,71617
saclay	9	68638,72115,67795,67390,68886,69186,69819,70915
plasma	9	75064,74168,75459
inédit	9	70922,69535,67553,73689,68280,74450,71359,71616
souffrir	9	68389,76507,68645,74454,76508,69539,70916,71366,75459
continu	9	74170,73437,68883,69178,69811,73688,70746,75067,71617
desquelle	9	71619,76207,76511,67800,67553,72393,70420,67798
glucide	9	72634,76509
protection	9	67939,72115,67557,69811,67553,69177,68643,71360,70917
continent	9	70920,71838,68274,73875,73684,69821,75463,75458
effectif	9	67938,71357,73683,67795,68885,74455,71614,74169
dossier	8	75068,69541,73689,68643,75066
inférieur	8	73436,67556,75791,70167,72635,74451,69819,74747
jules	8	67937
privilégier	8	71357,69535,68885,69812,72394,73881,75458
tôt	8	73434,71621,69812,70749,72394,76509,72396,71617
cap	8	73183,73430,76508,72395,72122,71359
lecteur	8	76507,67794,68283,69821,71835,74752
internet	8	76210,69535,67386,69821,71362,71359,75063
maintenant	8	76507,75790,74455,68643,70422,67071,71358,74746
envergure	8	70918,69817,70748,69820,70916,75458,74169
pertinent	8	68275,70166,75793,67553,71359,74746,74169
resqme	8	68274
silicium	8	73436,72114,70919,67554,69814,70425
humanité	8	68275,72398,67794,68882,67071,74746,74168
biais	8	76210,72116,71838,67795,70166,72393,67940,74168
fsi	8	76507,71616
afficher	8	68638,74172,73430,73691,73876,67553,70744,75788
osmotique	8	72397
education	8	73182,70428,73687,68888,70421,75063
variété	8	72113,69535,69182,67391,74449,68882,73877,70420
globalement	8	71357,72113,73683,73877,70745,74744,74746,74169
oublier	8	76213,76515,69813,72393,75789,72938,75067,75458
transition	8	74175,73182,72940,75792,68280,67558,67071
accélération	8	68638,73184,72117,72934,73431,74453,75067,71617
illustrer	8	74175,76511,70161,68276,73877,70753,71835
budget	8	67557,73683,70164,69538,75065,71837,71359,74169
code	8	71619,76207,70162,67556,69178,74744
candidat	8	72113,73432,73430,76206,72935,71360
achat	8	71357,69534,76213,68274,68881,67794
inauguration	8	70921,68639,73433,76514,76516,70751,74746
double	8	72113,76213,67794,68644,69818,74450,71359,75063
commission	8	69534,73182,67555,70164,68645,68383
marketing	8	71357,68885,72395,71359,75063,74746
explosif	8	70162,70425,72633
déclare-t-il	8	76507,70161,68276,68273,67383,71842,72630,67937
génome	8	73432,76213,69815,73686,71843,68643,70420
équilibre	8	68389,76206,69535,67795,69184,67941
catastrophe	8	76507,72629,67794,75789,70915
poche	8	72932,73685,75790,69812,74457,74450,71612,71614
aupalesen	8	74449
fromager	8	68885,70745,67388
allenvi	8	68275,67071
tâche	8	72932,73190,73182,70165,75791,72394,74452,70422
lésion	8	70918,72935,67801,74750,71614,75459
exigence	8	72936,67386,73684,74450,70915,74751,71617
session	8	71620,75796,73691,70744,73883,73438,75465,72120
contribution	8	71620,73430,73182,69181,72401,69177,73883,68278
oséo	8	72933,72114,73879,74450,67798,72118,71614
terrestre	8	69179,67553,74456,73880,68385
traumatisme	8	73431,67801
exiger	8	67938,72934,76207,76511,69540,68643,70420
acquisition	8	73431,71839,68275,73685,73875,75790,68279
épave	8	73683
densité	8	68638,71618,69535,70167,68644,67942,72631
rhizotron	8	69817,70420
opalin	8	70428,70749,72396
pied	8	67938,74749,73684,73877,74169,75459
vega	8	69179,69177
formidable	8	73433,67796,73683,72392,75064,76208,74745,67937
dépasser	8	68638,73432,76507,70747,72633,74746
centralien	8	72936,68888,68383
tirer	8	76211,72937,71621,75794,73684,70753,76208,71617
extérieur	8	76211,68881,67795,67385,68885,72634,70421,72397
hydravion	8	69542
algue	8	70920,73433,76511,67385,75460,68385
numéro	8	68638,74749,72934,68881,68643,72397,72119,74744
aéroport	8	72933,73875,70425,71617
henri	8	72932,68276,72630,71835
transverse	8	67939,74748,72937,72116,70161,68642
inspirer	8	76210,71621,70161,68888,70425,72397,71366
technopôle	8	71842,68643,68279,75461
lorsque	8	68274,69178,70744,67389,75070,73188,67937
chirurgical	8	70918,73431,74454,71614,71616
norbert	8	67940,68387
fissure	8	76210,68886
sortir	8	67939,76211,70161,67794,68882,74752
alpe	8	75797,76513,73881
edition	8	67938,76213,72401,72398,68882,70429,72940
absence	8	72117,73182,73684,69184,70745,75065,70917,68383
joseph	8	67387,69816,69178,67800,73878,69819,69539,73189
sinon	8	73182,69817,68881,67794,73875,72940,69177,70915
émotion	8	73431,73683,73877,72630,75063
faute	8	67938,73185,73683,67794,71835,68383
océanique	8	68388,73434,73688,70743,73880
marquer	8	67938,69533,72113,67068,72630,68278,70915
languedoc-roussillon	8	69537,73430,76512,68275,69182,73684,71614,74169
cfp	8	69539
fluorescence	8	70420,74451,69539,73189
qualification	8	69179,73687,69177,70914
agronov	8	71842,68643,68279
croiser	8	74167,72113,74455,72631,71835,71359,68387,75063
chirurgien	8	73431,70744,71614
pose	8	72114,76206,70919,68275,67794,71359,71614
polynésie	8	73684
voyage	8	72936,72116,72629,69179,69821,72396
repose	8	72934,70919,68881,72398,70164,70421,68641,70914
jus	8	74169
dessiner	8	74172,69535,73684,70746,72633,72630,75458
manque	8	68389,67555,75790,73684,68643,70916,75458
arrêter	8	67938,72933,73182,68881,69178,72392,67798
agrosup	8	76206,73685,73877,72634,72394,72631
gel	8	74750
précipitation	8	67939,69533,75463
cognitif	8	73184,76206,67556,72401,75790,76515
lagrost	8	73184,75459
classement	8	70914,68383,71361,71614
surveiller	8	68883,69811,73877,69813,74450,70916
éducation	8	71357,74167,67555,73876,69821,76509,72939
territorial	8	71357,69535,68884,68889,74457,74746
île	8	74170,71621,67945,75464
économiste	8	73185,69533,72113,67068,72398,68882,72939
espci	8	67068,69186,68280
circulation	8	67939,73434,76510,67801,73688,68640,75463
implication	8	76511,72394,67798,68383,75463,71361,67937,74750
indique-t-il	8	74749,73185,76206,67068,72396,71359,68387,71614
attention	8	76206,67555,73876,74457,69821,68281,71363,71835
participe	8	74749,69534,73875,68885,70914,71835,71362,68392
délégation	8	69535,69542,67553,72396
entrée	8	69535,75790,73686,75792,71842,67944,75071
dopage	8	69536
gustatif	8	74749,75069,70749,72631,74752
réagir	8	67938,75457,71621,67794,70745,70425,74450
percevoir	8	75790,69812,70744,70421,72632,71615
est-ce	8	67938,76206,67795,70161,72940,70166,72631,71835
précédemment	8	74172,73683,70161,73685,72634,74451,68640,72118
teneur	8	75069,69816,69182,67391,75790,68885,74169
9èm	8	73184,75796,76511,70914,75462,76209,75459
salinité	8	74170,73434,68883,73688,72397,73880,70916
irfm	8	75064,74168
variation	8	67938,67390,69811,67942,75067,75458
catherine	8	75069,68882,72940,68281,70914
bout	8	71357,72932,72114,67794,67802,74457,72119
derrière	8	67068,72401,71835,71361,75063,71614
texture	8	75069,76507,73685,72634,67558,72631,74746
obstacle	8	71357,74167,72932,72629,72392,70421,70917
cadarache	8	72392,75064,70915,74168,68385
divertor	8	75064,74168
robotic	8	74170,67383,73884,67945,72633,72122
individuel	8	71357,70922,76515,67553,69818,74451,69539,75465
concepteur	8	73187,69178,73876,74450,70914,75064
coagulant	8	67388
administration	8	73187,71838,72393,74453,75065,71358
terminer	8	73185,72935,72634,71845,71363,71835,71362,70916
séminaire	8	73430,72399,69186,73884,68384
vice-président	8	73187,74167,72113,73182,67553,74456,68386,71358
vraie	8	73184,74172,73430,73182,67386,68884,70421,68391
cible	8	75069,72935,73879,73878,76508,73880,72631,75065
nutriment	8	72116,75069,76213,75793,73688,67798,71837
beau	8	74749,74167,72117,72937,72633,70422
célèbre	8	67938,68638,68881,74744,74746,74752
environnementau	8	67556,72398,67794,69813,68645,72392,68283,67071
biomarqueur	8	73432,69815,75793,68646
mille	8	72934,68883,70425,67558,72397,72396
géographique	8	71618,70162,68275,74449,73875,68889,73881
dominique	8	72629,73684,68889
parkinson	8	74173,76511,68646
demander	8	73432,73182,73683,69183,73685,72395,71835,75458
physiologique	8	68388,72116,75069,76213,67387,75793,75459
interactif	8	73437,75788,72633,70421
contrainte	8	71618,68882,69812,72394,70421,72630,75067,71614
technologier	8	73879,67945,72118,75461,75066,76208
spécial	8	73437,69533,72934,73883,75066,70916,74746
régime	8	68638,73432,69534,67794,67798,69538,68387
côte	8	74170,73683,67553,68279,70917,68393
brésil	8	75792,69185,67553,75788,72396
marcoule	8	75792,72392,70915
planter	8	73684,71837,75458
e	8	73184
upmc	8	69533,75070,71360,75063,74746,68384
frédéric	8	70165,75792,74456,68641
pollen	8	67800,68645
monter	8	73185,75068,73876,72634,75066
satisfaction	8	74171,74172,67795,76511,69183,75066,74751,75458
gabon	8	73684
entendre	8	73430,72637,76508,72939,74752
dater	8	74748,73683,75796,67556,68887,70747,72397,70916
lipstic	8	73184,75459
automatiser	8	73187,73432,76507,69541,74455,67945,70420,74450
allemagn	8	73187,69534,75069,69814,68642,76209,71361
labe	8	73184,72938
dengue	8	69813
promouvoir	8	72629,70748,75792,72394,69538,70914,71361,68386
mercure	7	68388,73183
toutefois	7	69181,70165,67801,70744,71835,75463
critère	7	70920,72113,76207,76513,71612,71361,75458
hugo	7	73185
attribuer	7	73435,72932,67068,67556,68641,75066
africain	7	72115,73683,73684,69821,75458
sensostat	7	73685
odeur	7	73685,75790,70428,73877,72634,72632,72631
tube	7	73432,70918,67558,73188
démonstrateur	7	73432,69534,67797,67554,72121
combinaison	7	70921,67939,73187,67796,76209,71836,74168
efficacement	7	73432,75792,70744,73879,75788,70914,71617
allemand	7	72933,72114,68274,67797,69814,69540,68391
intrinsèque	7	73685,67561,67389
hervé	7	72936,70166,72938
permettra	7	73186,75457,69536,73683,76513,70164,72118
branche	7	72933,72113,73432,73875,75071,68383
caen	7	69178,76515,67943,72939,75460
séisme	7	69181,69811,67942,70915
forcément	7	73185,71621,73683,69540,69813,71835,75459
ronde	7	70921,75797,76515,74456,70752,73882,73438
maquette	7	69178,70421,70743,75064
droit	7	68274,72940,75792,68643,68392
concret	7	70921,73435,75457,68881,69541,71845,68383
resif	7	69181
fameu	7	71621,67068,72115,70161,70420,70421,70422
nausicaa	7	71621,70164
tld	7	72933
intense	7	73436,72934,68887,75067,70916
fiable	7	69535,67387,69183,70426,76208,75067,68387
pousser	7	67939,73434,71357,67068,73684,71835,68387
douzaine	7	68888,71841,74453,76208,68387,75063
emac	7	72634
lâche	7	73432,72116,73683,73684,73876,70745,72394
biologiste	7	70919,69540,68645,70745,71837,67937,74744
signature	7	70919,67556,67553,68643,72396
diversifier	7	73875,69541,74455,68643,72938,71358,74169
vibration	7	70919,75794,70425,69820,70421
prospectif	7	68638,72398,73690,74456,76209,75458
synthétiser	7	72115,67390,69183,67800,69184,75067,73189
cohorte	7	73432,67555,70749
réparation	7	70922,74167,68277,71840
inventer	7	68638,72933,74176,76213,69542,72392,71359
institution	7	70920,73185,75795,70429,67553,73689,68392
presque	7	73432,76206,73683,68881,67391,72394,71835
portée	7	72932,67386,67555,68887,75789,74450
casablanca	7	72936,73875
grenoblois	7	68881,67554,70165,73878
michael	7	68881,74450,67389
quoi	7	76511,70161,72940,72394,71835,71612
nanométrique	7	68881,72635,72119,68391
endroit	7	73187,67068,67794,67800,68387
ecologie	7	71618,69181,67387,70745,71837,75458
modéliser	7	68645,74453,72939,70916,74751,74745,74744
oculaire	7	74171,70744,68646
picq	7	67938,73876
guyane	7	68388,69811,69179,69177,71362,71836
affecter	7	71357,73183,67387,69815,69184,68646,70916
identification	7	67391,72633,74453,76208,71836
bugat	7	72629
rechercher	7	70923,70425,74450,68279,71835,75460,72121
portefeuille	7	70923,72395,71360
témoignage	7	70923,74174,75796,68276,70170,67561,71612
giec	7	69533,70916
cinquième	7	69533,70745,74451,71361,71615,68387,71617
expression	7	67556,70424,70420
régulation	7	67556,67391,69812,69184,73877,68643,69818
socio-économique	7	69533,67795,69538,72939
di	7	67556,67945
synchrotron	7	67390,69186,69819,69539,68391
intellectuel	7	67556,69812,71614
mondialement	7	68881,67795,67383,73877,70743,67937
organoleptique	7	76511,68882,68273,72634,68279,74169
pétrolier	7	75794,74450,70423,70914,71836
emblématique	7	71357,69542,74457,72394,69818,73880,68383
ajout	7	73184,67553,74455,70746,74451,74750
cohérence	7	73184,74172,72934,70161,68885,68889
doctorant	7	73190,69536,70168,72394,71612,71361
comporter	7	71357,72113,73183,67554,75794,70167,70420
profondeur	7	73190,73688,70743,68383,70916
lionel	7	73184,69812,71358
soin	7	71357,67801,68645,67940,72630
guez	7	74172,71842,68643
court	7	73184,72934,70747,71835,70915,76209,71366
